,video,start,end,subtitle,include
7087,IuVo4fnpLC8,"00:01:46,205","00:01:48,374","do not buy the Super-Duper Wall,",True
7088,IuVo4fnpLC8,"00:01:48,374","00:01:49,676",unless you want to wind up with a pile,True
7089,IuVo4fnpLC8,"00:08:51,697","00:08:53,199",new sections are currently going up,True
7090,IuVo4fnpLC8,"00:07:43,428","00:07:45,131",He looks like his parents started with the name,True
7091,IuVo4fnpLC8,"00:05:45,878","00:05:47,246","to climb mountains."" That was,",True
7092,IuVo4fnpLC8,"00:10:33,632","00:10:35,800","Tommy Fisher, knows how to curry favor",True
7093,IuVo4fnpLC8,"00:02:34,820","00:02:36,856","of the RNC next week, it'd be a good time",True
7094,IuVo4fnpLC8,"00:08:49,595","00:08:51,697",And if you want to see just how nonsensical...,True
7095,IuVo4fnpLC8,"00:04:10,016","00:04:12,685","which would work best, and it didn't go well.",True
7096,IuVo4fnpLC8,"00:18:46,357","00:18:49,194",the Real ID Act of giving the administration,True
7097,IuVo4fnpLC8,"00:00:52,752","00:00:54,621","That was Trump, recognizing in real time,",True
7098,IuVo4fnpLC8,"00:09:54,826","00:09:56,094",on our hands.,False
7099,IuVo4fnpLC8,"00:14:01,840","00:14:05,143","And if you can't do that, get yourself a brick.",False
7100,IuVo4fnpLC8,"00:05:49,949","00:05:51,984","If I knew nothing else about Donald Trump,",True
7101,IuVo4fnpLC8,"00:09:11,483","00:09:14,653",But only...,True
7102,IuVo4fnpLC8,"00:14:32,905","00:14:34,973",which I do admit are a great idea,True
7103,IuVo4fnpLC8,"00:03:13,392","00:03:15,361","a big, fat, beautiful wall.",False
7104,IuVo4fnpLC8,"00:09:50,589","00:09:52,858","We'll get them the school they need,",False
7105,IuVo4fnpLC8,"00:03:19,398","00:03:22,401",One of these eight contestants could soon stretch,False
7106,IuVo4fnpLC8,"00:18:06,151","00:18:07,886",with a checkered past that partnered with,True
7107,IuVo4fnpLC8,"00:07:58,644","00:08:01,580",Those are very different. Claiming that they're the same,True
7108,IuVo4fnpLC8,"00:20:01,199","00:20:03,401",And the devastation caused by this wall,True
7109,IuVo4fnpLC8,"00:21:06,698","00:21:09,033","And if, perhaps, nothing more emblematic",True
7110,IuVo4fnpLC8,"00:12:23,509","00:12:24,576",Wow.,False
7111,IuVo4fnpLC8,"00:19:40,946","00:19:42,347",That's horrible.,True
7112,IuVo4fnpLC8,"00:06:44,837","00:06:46,171",A bunch of the rest of the border,True
7113,IuVo4fnpLC8,"00:08:27,773","00:08:29,941","it's worth remembering, most of that happens",True
7114,IuVo4fnpLC8,"00:07:33,185","00:07:35,387","the first words out of my mouth would be,",True
7115,IuVo4fnpLC8,"00:07:11,364","00:07:15,067","a man named Chad Wolf, pushes back on that claim hard.",True
7116,IuVo4fnpLC8,"00:18:07,886","00:18:10,355",a shady non-profit whose backers are now under indictment,True
7117,IuVo4fnpLC8,"00:05:54,020","00:05:56,489","three assumptions, bad knees, weird dick,",True
7118,IuVo4fnpLC8,"00:01:33,626","00:01:36,228","...of the super-duper wall, super-duper.",False
7119,IuVo4fnpLC8,"00:02:05,224","00:02:07,593",are accused of defrauding hundreds of thousands,False
7120,IuVo4fnpLC8,"00:03:03,349","00:03:05,017",because it would block their view,True
7121,IuVo4fnpLC8,"00:08:58,437","00:09:00,706",And this is costing a lot of money.,True
7122,IuVo4fnpLC8,"00:19:42,347","00:19:50,956",AS that man told Congress...,True
7123,IuVo4fnpLC8,"00:14:24,563","00:14:26,698",Just as We Build The Wall construction is,True
7124,IuVo4fnpLC8,"00:17:42,260","00:17:44,229","It'll lose value and you could break it.""",True
7125,IuVo4fnpLC8,"00:19:13,918","00:19:17,322",the Tahona Authem Tribe's chairman sat before congress.,False
7126,IuVo4fnpLC8,"00:02:48,701","00:02:50,436","a few things. What he's built,",True
7127,IuVo4fnpLC8,"00:01:07,433","00:01:08,534","we discussed how the wall seemed,",True
7128,IuVo4fnpLC8,"00:00:42,474","00:00:45,044",There's no ladder going over that.,False
7129,IuVo4fnpLC8,"00:18:59,037","00:19:01,172",which has enabled them to plow through,True
7130,IuVo4fnpLC8,"00:02:21,340","00:02:23,676",but are pleasantly surprised that it happened so soon.,True
7131,IuVo4fnpLC8,"00:05:11,344","00:05:14,079",that's a hard pass from both me and the president.,True
7132,IuVo4fnpLC8,"00:17:10,796","00:17:14,432",Claiming that...,True
7133,IuVo4fnpLC8,"00:09:00,706","00:09:04,010","Mexico, obviously, is not paying for the wall.",True
7134,IuVo4fnpLC8,"00:20:18,350","00:20:20,251",Or the fact that I knew the Babadook was gay,True
7135,IuVo4fnpLC8,"00:20:03,401","00:20:04,869",was completely predictable.,True
7136,IuVo4fnpLC8,"00:02:01,320","00:02:03,522",Take what happened just this Thursday.,True
7137,IuVo4fnpLC8,"00:01:49,676","00:01:52,011","of cracked fiberglass, and a flattened toddler.",True
7138,IuVo4fnpLC8,"00:14:50,622","00:14:53,358",quite a bit of that money wound up getting redirected,True
7139,IuVo4fnpLC8,"00:12:29,815","00:12:32,384","of the construction industry. But wait, there's more.",True
7140,IuVo4fnpLC8,"00:04:31,804","00:04:34,173",like a panini. So the design,True
7141,IuVo4fnpLC8,"00:12:09,928","00:12:12,565",One from the federal government for sexual discrimination,False
7142,IuVo4fnpLC8,"00:06:39,098","00:06:40,800","is a bit of a challenge. And with presidents,",True
7143,IuVo4fnpLC8,"00:13:30,742","00:13:33,212",that led to Steven Bannon's arrest on Thursday.,True
7144,IuVo4fnpLC8,"00:14:28,534","00:14:31,003","He's just some guy they used to fundraise,",True
7145,IuVo4fnpLC8,"00:20:11,810","00:20:13,312",I'd much rather have said that about fact that,True
7146,IuVo4fnpLC8,"00:20:28,026","00:20:31,096",From the pointlessness of a beauty contest in the desert,True
7147,IuVo4fnpLC8,"00:14:48,486","00:14:50,622","and yet, according to this week's indictment,",True
7148,IuVo4fnpLC8,"00:20:50,081","00:20:51,182",with his legacy.,False
7149,IuVo4fnpLC8,"00:10:01,200","00:10:02,868","was justified, which it wasn't.",True
7150,IuVo4fnpLC8,"00:06:01,326","00:06:03,395",that claim is bullshit. Not just because,True
7151,IuVo4fnpLC8,"00:09:47,686","00:09:50,589","in Kentucky, to have a secure border.",False
7152,IuVo4fnpLC8,"00:21:15,540","00:21:17,976",and something that the damages of which we're gonna have,True
7153,IuVo4fnpLC8,"00:11:10,769","00:11:12,537","Just like that Tom Brady you like,",True
7154,IuVo4fnpLC8,"00:01:44,370","00:01:46,205","on a bunch of small children. Listen to me,",True
7155,IuVo4fnpLC8,"00:10:40,172","00:10:42,875",If he allows us to play in our team of Fisher Industry,False
7156,IuVo4fnpLC8,"00:15:15,513","00:15:18,650",from this Wall-a-thon in a very different light.,True
7157,IuVo4fnpLC8,"00:04:25,097","00:04:26,432",that should be in danger of collapsing,True
7158,IuVo4fnpLC8,"00:07:53,839","00:07:56,642",Here is the old barrier in a remote section of Arizona.,True
7159,IuVo4fnpLC8,"00:21:17,976","00:21:20,978",to be dealing with for a very long time.,True
7160,IuVo4fnpLC8,"00:01:14,407","00:01:16,209",but Trump is actually president now.,True
7161,IuVo4fnpLC8,"00:05:56,489","00:05:59,091",doesn't want to climb mountains. He's giving me information,True
7162,IuVo4fnpLC8,"00:00:25,691","00:00:27,393","Not in my Stars Hollow, and finally,",True
7163,IuVo4fnpLC8,"00:06:51,777","00:06:53,212",where it was easiest to do that.,True
7164,IuVo4fnpLC8,"00:18:32,977","00:18:34,713",all of this is only gonna accelerate.,True
7165,IuVo4fnpLC8,"00:17:27,279","00:17:30,082",That stretch was just built in January of this year,False
7166,IuVo4fnpLC8,"00:20:37,969","00:20:42,106",because the fact is this wall is not a functional barrier.,True
7167,IuVo4fnpLC8,"00:16:40,698","00:16:42,868",they raised did go to construction.,True
7168,IuVo4fnpLC8,"00:16:21,780","00:16:22,948","has my blessing.""",False
7169,IuVo4fnpLC8,"00:18:30,608","00:18:32,977","And the thing is, should Trump be reelected",True
7170,IuVo4fnpLC8,"00:12:27,912","00:12:29,815",Turns out they really are the Tom Brady,True
7171,IuVo4fnpLC8,"00:02:41,127","00:02:43,295",he wanted it to define him as a president.,True
7172,IuVo4fnpLC8,"00:18:17,662","00:18:19,998","And if you know anything about this administration,",True
7173,IuVo4fnpLC8,"00:12:04,723","00:12:08,460",because Fisher's company had a lot of obvious red flags.,True
7174,IuVo4fnpLC8,"00:14:08,881","00:14:12,484","Whatever you wanna put on it, you need to donate today.",False
7175,IuVo4fnpLC8,"00:02:27,180","00:02:28,714",And the story behind that arrest,True
7176,IuVo4fnpLC8,"00:09:23,362","00:09:24,630",that had been set aside for things like,True
7177,IuVo4fnpLC8,"00:20:32,898","00:20:34,632",selling personalized bricks.,True
7178,IuVo4fnpLC8,"00:11:21,947","00:11:23,749",to praise the president and sell his wall.,True
7179,IuVo4fnpLC8,"00:10:47,713","00:10:49,848",and if we don't perform the president can fire us,False
7180,IuVo4fnpLC8,"00:02:46,533","00:02:48,701",that he intended. So let's try and break down,True
7181,IuVo4fnpLC8,"00:13:51,062","00:13:54,099",We need your help. We need to get donations in.,False
7182,IuVo4fnpLC8,"00:13:47,192","00:13:51,062",We Build A Wall construction. They are real.,False
7183,IuVo4fnpLC8,"00:05:47,246","00:05:49,949","and I can't stress this enough, assumed.",True
7184,IuVo4fnpLC8,"00:16:17,676","00:16:19,144","And he went further. He said,",False
7185,IuVo4fnpLC8,"00:15:20,652","00:15:23,121",We're off the coast of St. Tropez,False
7186,IuVo4fnpLC8,"00:08:18,230","00:08:19,765",are causing significant problems.,True
7187,IuVo4fnpLC8,"00:16:58,250","00:17:01,486",which says...,True
7188,IuVo4fnpLC8,"00:20:53,618","00:20:56,020",how he could be added to Mount Rushmore.,True
7189,IuVo4fnpLC8,"00:17:30,082","00:17:33,619",by Fisher Sand and Gravel.,False
7190,IuVo4fnpLC8,"00:06:08,134","00:06:09,435",President Trump has called,False
7191,IuVo4fnpLC8,"00:14:05,143","00:14:06,745",It lasts forever as well.,False
7192,IuVo4fnpLC8,"00:11:55,447","00:11:57,483",to build a giant wall across the border.,True
7193,IuVo4fnpLC8,"00:12:44,063","00:12:45,530",ran an asphalt plant.,True
7194,IuVo4fnpLC8,"00:04:08,314","00:04:10,016",so they could test them to figure out,True
7195,IuVo4fnpLC8,"00:16:42,868","00:16:44,470","Specifically, they said they gave",True
7196,IuVo4fnpLC8,"00:10:57,222","00:10:59,291",but this is why you're a good businessman.,False
7197,IuVo4fnpLC8,"00:12:48,467","00:12:51,170","to permanently close it. But wait, I'm still not done.",True
7198,IuVo4fnpLC8,"00:15:23,121","00:15:25,324",in southern France in the Mediterranean.,False
7199,IuVo4fnpLC8,"00:05:59,091","00:06:01,326","I already have. And obviously,",True
7200,IuVo4fnpLC8,"00:07:25,410","00:07:27,513","Okay, first, let's deal with the sheer",True
7201,IuVo4fnpLC8,"00:11:46,438","00:11:48,841",Trump's like a shut-in who sits at home all day,True
7202,IuVo4fnpLC8,"00:16:19,144","00:16:21,780","""I want the media to know that this project",False
7203,IuVo4fnpLC8,"00:05:27,393","00:05:30,229","we had mountain climbers, that's all they do,",False
7204,IuVo4fnpLC8,"00:11:12,537","00:11:16,341","and if I don't, you can fire me like you used to on TV.""",True
7205,IuVo4fnpLC8,"00:15:39,571","00:15:40,839",because you know what they say?,True
7206,IuVo4fnpLC8,"00:16:22,948","00:16:26,584",He was really making a point that he was behind this.,False
7207,IuVo4fnpLC8,"00:11:51,043","00:11:53,445",but instead of ordering Legends XL,True
7208,IuVo4fnpLC8,"00:04:02,508","00:04:05,511","Of course not, get real, be an ally.",True
7209,IuVo4fnpLC8,"00:10:13,012","00:10:14,981",to elf funerals. It's the worst thing,True
7210,IuVo4fnpLC8,"00:00:08,675","00:00:11,510","One of the more upsetting things to emerge from,",True
7211,IuVo4fnpLC8,"00:20:45,477","00:20:47,412",which actually makes more sense.,True
7212,IuVo4fnpLC8,"00:08:23,936","00:08:26,338",for what? If this is about stopping drugs,True
7213,IuVo4fnpLC8,"00:10:35,800","00:10:37,236",with Trump. Here he is,True
7214,IuVo4fnpLC8,"00:08:12,191","00:08:13,759",one is gigantic and the other looks like,True
7215,IuVo4fnpLC8,"00:07:35,387","00:07:38,090","""You must be Chad Wolf."" He looks like a model",True
7216,IuVo4fnpLC8,"00:20:51,182","00:20:53,618",Trump reportedly asked South Dakota's governor,True
7217,IuVo4fnpLC8,"00:11:19,545","00:11:21,947",He went on the network ten times,True
7218,IuVo4fnpLC8,"00:09:14,653","00:09:16,655",Trump declared a national emergency,True
7219,IuVo4fnpLC8,"00:12:15,567","00:12:17,002",The company and the founder's son,False
7220,IuVo4fnpLC8,"00:04:34,173","00:04:36,341","they ended up going with was a wall of slats,",True
7221,IuVo4fnpLC8,"00:10:24,456","00:10:25,791",are actually a little surprising.,True
7222,IuVo4fnpLC8,"00:11:57,483","00:12:00,919","But just as with boner pills, you shouldn't just buy something",True
7223,IuVo4fnpLC8,"00:05:22,721","00:05:25,325","and we have, I guess you could say,",False
7224,IuVo4fnpLC8,"00:00:24,290","00:00:25,691",Emily says bullshit and tits now?,True
7225,IuVo4fnpLC8,"00:05:04,937","00:05:09,408","Crush my rib cage, you load-bearing behemoth.",True
7226,IuVo4fnpLC8,"00:19:58,463","00:20:01,199",with an expression like he just fucked his wife.,True
7227,IuVo4fnpLC8,"00:01:05,264","00:01:07,433","fifty years younger. And in that show,",True
7228,IuVo4fnpLC8,"00:16:51,409","00:16:53,912","banging with a hammer, and that wall does appear",True
7229,IuVo4fnpLC8,"00:10:37,236","00:10:40,172",on Laura Ingraham's show giving him the hard sell.,True
7230,IuVo4fnpLC8,"00:19:50,956","00:19:52,524",And I would like to think that that's something,True
7231,IuVo4fnpLC8,"00:12:02,487","00:12:04,723",You might wanna at least Google it first,True
7232,IuVo4fnpLC8,"00:20:23,488","00:20:25,224",The hat.,False
7233,IuVo4fnpLC8,"00:08:36,849","00:08:45,357",saying the administration...,True
7234,IuVo4fnpLC8,"00:10:14,981","00:10:16,615","in that shot, which is really saying something,",True
7235,IuVo4fnpLC8,"00:07:39,525","00:07:43,428",you'd find at Party City called...,True
7236,IuVo4fnpLC8,"00:02:38,291","00:02:41,127","of Trump's border wall. Because, before he took office,",True
7237,IuVo4fnpLC8,"00:18:49,194","00:18:52,530",the power to waive all legal requirements necessary,True
7238,IuVo4fnpLC8,"00:01:56,582","00:01:58,551","would be in shambles, the extent to which",True
7239,IuVo4fnpLC8,"00:04:26,432","00:04:28,634","is the Super-Duper Wall. I'm serious,",True
7240,IuVo4fnpLC8,"00:16:01,893","00:16:03,395",where the president stood.,False
7241,IuVo4fnpLC8,"00:09:58,964","00:10:01,200",From the idea that Trump's national emergency declaration,True
7242,IuVo4fnpLC8,"00:18:11,857","00:18:14,392",In ordered to have a foreman who's not the actual foreman,True
7243,IuVo4fnpLC8,"00:18:34,713","00:18:37,849","In fact, his administration seems to be stepping up it's efforts.",True
7244,IuVo4fnpLC8,"00:08:54,700","00:08:56,435",in a national wildlife refuge.,True
7245,IuVo4fnpLC8,"00:10:19,418","00:10:21,520",And that brings us to our final question,True
7246,IuVo4fnpLC8,"00:07:31,250","00:07:33,185","for years, opened my eyes and saw him,",True
7247,IuVo4fnpLC8,"00:00:49,682","00:00:51,084",Maybe a rope.,False
7248,IuVo4fnpLC8,"00:00:27,393","00:00:29,629",who the absolutely fuck was Paul?,True
7249,IuVo4fnpLC8,"00:14:12,484","00:14:14,386",Okay. That's a lot to digest there.,True
7250,IuVo4fnpLC8,"00:06:29,322","00:06:30,589",and very-much climbable.,True
7251,IuVo4fnpLC8,"00:16:44,470","00:16:47,138",around million of it to Tommy Fisher's company.,True
7252,IuVo4fnpLC8,"00:03:08,587","00:03:11,457","that less than a year into his term, this happened.",True
7253,IuVo4fnpLC8,"00:18:19,998","00:18:21,599",it will not surprise you to learn,True
7254,IuVo4fnpLC8,"00:15:37,402","00:15:39,571",Joking about stealing people's money is funny,True
7255,IuVo4fnpLC8,"00:20:47,412","00:20:50,081",Because we all know that he is completely obsessed,True
7256,IuVo4fnpLC8,"00:02:23,676","00:02:25,211","Like Jennifer Lawrence's Oscar win,",True
7257,IuVo4fnpLC8,"00:13:21,934","00:13:23,101",about how to appeal to Trump.,False
7258,IuVo4fnpLC8,"00:05:09,408","00:05:11,344","But this border wall? No thank you,",True
7259,IuVo4fnpLC8,"00:06:32,324","00:06:34,894","the next question is, where exactly are we building?",True
7260,IuVo4fnpLC8,"00:05:44,443","00:05:45,878","for Trump to say, ""I don't want",True
7261,IuVo4fnpLC8,"00:02:58,411","00:03:01,080",that he wanted a concrete wall. Something that many,True
7262,IuVo4fnpLC8,"00:14:14,386","00:14:16,021","Because despite what you may think,",True
7263,IuVo4fnpLC8,"00:15:51,650","00:15:54,786",with Don Jr. where he described We Build The Wall as...,True
7264,IuVo4fnpLC8,"00:20:56,020","00:20:58,190","While that is clearly not gonna happen,",True
7265,IuVo4fnpLC8,"00:09:07,914","00:09:11,483",So far Trump has garnered...,True
7266,IuVo4fnpLC8,"00:13:16,061","00:13:19,398",Not even Jason Bateman can make those crimes likable.,True
7267,IuVo4fnpLC8,"00:17:19,537","00:17:23,342",A Pro Publica and Texas Tribune investigation found erosion,False
7268,IuVo4fnpLC8,"00:03:48,694","00:03:50,930","And you might be thinking, ""Wow, that's pretty problematic",True
7269,IuVo4fnpLC8,"00:10:59,291","00:11:00,626",I love it!,False
7270,IuVo4fnpLC8,"00:06:12,304","00:06:15,708",But this video posted just yesterday on social media,False
7271,IuVo4fnpLC8,"00:12:24,576","00:12:26,578","So, they cheated to get ahead, got caught,",True
7272,IuVo4fnpLC8,"00:06:24,217","00:06:26,619",as a fireman's pole. So to recap what we've learned,True
7273,IuVo4fnpLC8,"00:10:08,774","00:10:11,210",it looks like a candy cane that melted on his shirt.,True
7274,IuVo4fnpLC8,"00:18:40,118","00:18:42,387",more eminent domain lawsuits during the pandemic,True
7275,IuVo4fnpLC8,"00:11:09,467","00:11:10,769","""I'll wait for you, Daddy.",True
7276,IuVo4fnpLC8,"00:06:22,915","00:06:24,217",if the wall can basically function,True
7277,IuVo4fnpLC8,"00:20:20,251","00:20:23,488","as soon as I saw him. Come on, guys.",True
7278,IuVo4fnpLC8,"00:13:04,616","00:13:06,384",and child pornography.,True
7279,IuVo4fnpLC8,"00:13:57,335","00:13:59,538",Put your name on it for eternity because you're not gonna,False
7280,IuVo4fnpLC8,"00:15:11,076","00:15:13,879","And look, Bannon and Kolfage denied those charges,",True
7281,IuVo4fnpLC8,"00:02:17,703","00:02:19,705",was arrested. It's one of those things,True
7282,IuVo4fnpLC8,"00:08:46,892","00:08:49,595",where we've been putting them just doesn't make sense.,True
7283,IuVo4fnpLC8,"00:17:46,164","00:17:52,237",has told reporters that...,True
7284,IuVo4fnpLC8,"00:15:35,033","00:15:37,402",I get it. I get it.,True
7285,IuVo4fnpLC8,"00:19:26,532","00:19:29,801","And by blasting and doing what we saw today,",False
7286,IuVo4fnpLC8,"00:18:52,530","00:18:54,666","to construct the wall, and that means",True
7287,IuVo4fnpLC8,"00:19:10,549","00:19:11,850",Fire in the hole.,False
7288,IuVo4fnpLC8,"00:18:04,482","00:18:06,151",Fisher Sand and Gravel is a company,True
7289,IuVo4fnpLC8,"00:19:39,444","00:19:40,946",Our people--,False
7290,IuVo4fnpLC8,"00:18:10,355","00:18:11,857",for skimming money for their own uses.,True
7291,IuVo4fnpLC8,"00:15:56,922","00:15:59,024",...and here's Trump ally Kris Kobach on the group's,True
7292,IuVo4fnpLC8,"00:20:58,190","00:21:00,225",for one thing it's impossible to carve stone,True
7293,IuVo4fnpLC8,"00:09:40,212","00:09:42,681",Let's just say for a moment that he took some money,False
7294,IuVo4fnpLC8,"00:00:13,012","00:00:14,847",of the Gilmore Girls. And I know I'm a little bit late,True
7295,IuVo4fnpLC8,"00:03:31,277","00:03:34,647","Yeah, Trump essentially organized a wall pageant.",True
7296,IuVo4fnpLC8,"00:08:15,861","00:08:18,230","But crucially, these massive new barriers",True
7297,IuVo4fnpLC8,"00:14:31,003","00:14:32,905","so he can grunt about personalized bricks,",True
7298,IuVo4fnpLC8,"00:21:11,236","00:21:15,540","It's destructive, pointless, ineffective, racist, weak,",True
7299,IuVo4fnpLC8,"00:04:17,656","00:04:22,161",With one having the...,True
7300,IuVo4fnpLC8,"00:04:54,893","00:04:56,662","This wooden one? Call me tomorrow,",True
7301,IuVo4fnpLC8,"00:09:24,630","00:09:26,598",replacing an overcrowded middle school,True
7302,IuVo4fnpLC8,"00:08:53,199","00:08:54,700",along the top of these jagged mountains,True
7303,IuVo4fnpLC8,"00:12:19,771","00:12:21,139",The son pleaded guilty.,False
7304,IuVo4fnpLC8,"00:10:27,192","00:10:28,728",that was invited to take part in that,True
7305,IuVo4fnpLC8,"00:09:35,207","00:09:37,443","And when asked to justify those decisions,",True
7306,IuVo4fnpLC8,"00:21:00,225","00:21:02,026","into whatever fucking shape his hair is,",True
7307,IuVo4fnpLC8,"00:15:25,324","00:15:26,992",We're on the million-dollar yacht,False
7308,IuVo4fnpLC8,"00:06:15,708","00:06:18,344",shows two men scaling a replaced portion,False
7309,IuVo4fnpLC8,"00:13:19,398","00:13:21,934","And yet, Fisher was incredibly savvy",True
7310,IuVo4fnpLC8,"00:16:49,508","00:16:51,409",that you saw a guy named Mike,True
7311,IuVo4fnpLC8,"00:08:02,982","00:08:04,650",is like claiming that John Cena and I,True
7312,IuVo4fnpLC8,"00:18:44,756","00:18:46,357",And they're also using a provision tucked into,True
7313,IuVo4fnpLC8,"00:10:49,848","00:10:52,250",and that's how comfortable and confident I am...,False
7314,IuVo4fnpLC8,"00:06:34,894","00:06:37,230","Well, as we pointed out in our first piece,",True
7315,IuVo4fnpLC8,"00:12:32,384","00:12:34,719","Over the years, they've also racked up",True
7316,IuVo4fnpLC8,"00:07:27,513","00:07:29,215",Chad-Wolfiness of this man.,True
7317,IuVo4fnpLC8,"00:15:43,675","00:15:46,277","Now, Trump was anxious this week to distance himself",True
7318,IuVo4fnpLC8,"00:11:31,356","00:11:33,558",because they didn't meet operational requirements.,True
7319,IuVo4fnpLC8,"00:04:38,511","00:04:40,946",anti-climbing plate. And Trump did not,True
7320,IuVo4fnpLC8,"00:11:37,829","00:11:39,531",thanks to personal pressure from the president.,True
7321,IuVo4fnpLC8,"00:19:29,801","00:19:33,971",I was totally disturbed.,False
7322,IuVo4fnpLC8,"00:12:21,139","00:12:23,509",The company paid more than a million in back taxes.,False
7323,IuVo4fnpLC8,"00:18:21,599","00:18:24,903",that Fisher has now wound up with over two billion dollars,True
7324,IuVo4fnpLC8,"00:13:35,513","00:13:37,316",and it took money from individual donors,True
7325,IuVo4fnpLC8,"00:09:20,893","00:09:23,362",That redirection of funds diverted money,True
7326,IuVo4fnpLC8,"00:01:03,162","00:01:05,264","four years ago, when I was approximately",True
7327,IuVo4fnpLC8,"00:11:35,527","00:11:37,829",added to a small list of pre-approved bidders,True
7328,IuVo4fnpLC8,"00:01:08,534","00:01:10,436","in addition to being transparently racist,",True
7329,IuVo4fnpLC8,"00:15:40,839","00:15:43,675",All great jokes have an element of truth in them.,True
7330,IuVo4fnpLC8,"00:00:20,720","00:00:22,388","Four, when did both of these women forget",True
7331,IuVo4fnpLC8,"00:19:04,509","00:19:06,678",Construction crews in southern Arizona conduct,False
7332,IuVo4fnpLC8,"00:18:26,505","00:18:28,507",They're now one of the biggest contractors,True
7333,IuVo4fnpLC8,"00:14:16,021","00:14:19,157",Foreman Mike is not a promo for a new WWE character,True
7334,IuVo4fnpLC8,"00:19:21,392","00:19:22,661",on the video today.,False
7335,IuVo4fnpLC8,"00:14:42,414","00:14:44,583","And as ridiculous as that may seem,",True
7336,IuVo4fnpLC8,"00:11:04,129","00:11:06,999",her love language is white men begging for attention,True
7337,IuVo4fnpLC8,"00:04:36,341","00:04:38,511","or bollards, topped by a metal,",True
7338,IuVo4fnpLC8,"00:02:09,762","00:02:12,365",off a scheme to raise money to help build,False
7339,IuVo4fnpLC8,"00:03:15,361","00:03:19,398",These are his x foot options.,False
7340,IuVo4fnpLC8,"00:00:38,471","00:00:40,239",Even managing to inadvertently point out,True
7341,IuVo4fnpLC8,"00:01:25,051","00:01:27,887","We'll soon be building many, many miles a week,",False
7342,IuVo4fnpLC8,"00:04:28,634","00:04:31,804","do not buy that wall, it will squish your child",True
7343,IuVo4fnpLC8,"00:12:12,565","00:12:15,567",in New Mexico. It settled for grand.,False
7344,IuVo4fnpLC8,"00:20:31,096","00:20:32,898",all the way through a sketchy charity,True
7345,IuVo4fnpLC8,"00:02:28,714","00:02:31,050","is absolutely fascinating, and I promise",True
7346,IuVo4fnpLC8,"00:10:04,436","00:10:06,538","is better for middle school kids that a new school,",True
7347,IuVo4fnpLC8,"00:16:34,993","00:16:37,596","and he won't have heard of you. That's just how this guy works.""",True
7348,IuVo4fnpLC8,"00:03:24,971","00:03:27,073","one of them gets selected, eight of them",False
7349,IuVo4fnpLC8,"00:13:06,384","00:13:09,888",Isn't that a great list for a company vying to receive government money?,True
7350,IuVo4fnpLC8,"00:00:54,621","00:00:56,890",that his signature plan could be completely undone,True
7351,IuVo4fnpLC8,"00:02:43,295","00:02:46,533","And that has very much happened, but in none of the ways",True
7352,IuVo4fnpLC8,"00:13:39,651","00:13:40,719",on private land.,False
7353,IuVo4fnpLC8,"00:16:29,988","00:16:31,356","""This president wanted you to know",True
7354,IuVo4fnpLC8,"00:07:49,902","00:07:52,304",The replacement wall is a completely new,True
7355,IuVo4fnpLC8,"00:19:54,359","00:19:56,060","Given that he had people teargassed,",True
7356,IuVo4fnpLC8,"00:13:55,901","00:13:57,335",a bollard panel.,False
7357,IuVo4fnpLC8,"00:01:58,551","00:02:01,320","that's been true, even we didn't see coming.",True
7358,IuVo4fnpLC8,"00:17:44,229","00:17:46,164","While I have to tell you, Fisher's attorney",True
7359,IuVo4fnpLC8,"00:13:37,316","00:13:39,651",with a promise that it would build new sections of wall,True
7360,IuVo4fnpLC8,"00:01:27,887","00:01:30,122","but we're up to over,",False
7361,IuVo4fnpLC8,"00:11:23,749","00:11:26,418",And these appearances seem to have had an effect,True
7362,IuVo4fnpLC8,"00:13:09,888","00:13:12,290",It's not even a great list for the Ozark season four,True
7363,IuVo4fnpLC8,"00:16:03,395","00:16:04,596","I was speaking with the president,",False
7364,IuVo4fnpLC8,"00:07:19,171","00:07:20,873","That is a new, physical infrastructure.",False
7365,IuVo4fnpLC8,"00:18:54,666","00:18:59,037","it's not bound by environmental or cultural heritage protection laws,",True
7366,IuVo4fnpLC8,"00:06:19,845","00:06:22,915","Yeah, of course, you don't even need a rope",True
7367,IuVo4fnpLC8,"00:06:55,814","00:07:00,686","In fact, of the...",True
7368,IuVo4fnpLC8,"00:10:55,087","00:10:57,222","Not taking sides on which prototype is best,",False
7369,IuVo4fnpLC8,"00:15:18,650","00:15:20,652",Welcome back. This is Stephen K. Bannon.,False
7370,IuVo4fnpLC8,"00:01:22,281","00:01:25,051",at one of his rallies that things were going great.,True
7371,IuVo4fnpLC8,"00:15:49,314","00:15:51,650",Which is a hard to believe because here is Kolfage,True
7372,IuVo4fnpLC8,"00:09:45,050","00:09:47,686",I would say it's better for the middle school kids,False
7373,IuVo4fnpLC8,"00:14:34,973","00:14:36,975",'cause we all know the best way to deter someone,True
7374,IuVo4fnpLC8,"00:02:54,006","00:02:56,642",And let's start with what exactly he has built.,True
7375,IuVo4fnpLC8,"00:14:53,358","00:14:56,494","back to Bannon and Kolfage who, along with others...",True
7376,IuVo4fnpLC8,"00:16:47,138","00:16:49,508",Most of it to build that private wall in New Mexico,True
7377,IuVo4fnpLC8,"00:01:36,228","00:01:39,032",I'm sorry... The super-duper wall?,True
